Date;Heure;Température extérieure (°C);Température intérieure actuelle (°C);Température cible souhaitée (°C);Consommation énergétique (kWh);Statut de l'occupation (binaire);Adresse;Code Postal;Type d'énergie
2023-04-01;12:00:00;7.6;22.4;22;2.93;1;Address 2173;51984;Electricity
2023-04-01;13:00:00;19.8;22.0;22;2.88;1;Address 2174;72555;Gas
2023-04-01;14:00:00;3.6;10.9;12;0.5;0;Address 2175;51681;Electricity
2023-04-01;15:00:00;26.6;11.2;12;0.43;0;Address 2176;71338;Solar
2023-04-01;16:00:00;6.5;22.8;22;2.21;1;Address 2177;62570;Gas
2023-04-01;17:00:00;20.7;22.4;22;2.08;1;Address 2178;96296;Gas
2023-04-01;18:00:00;7.5;22.6;22;1.78;1;Address 2179;68678;Electricity
2023-04-01;19:00:00;-5.0;11.2;12;0.28;0;Address 2180;80151;Gas
2023-04-01;20:00:00;-2.9;22.5;22;2.08;1;Address 2181;89283;Solar
2023-04-01;21:00:00;-1.7;12.3;12;0.44;0;Address 2182;74914;Gas
2023-04-01;22:00:00;8.4;12.3;12;0.33;0;Address 2183;53141;Electricity
2023-04-01;23:00:00;11.4;11.6;12;0.34;0;Address 2184;71316;Electricity
2023-04-02;00:00:00;5.9;22.4;22;1.84;1;Address 2185;75023;Solar
2023-04-02;01:00:00;3.6;10.5;12;0.37;0;Address 2186;38181;Gas
2023-04-02;02:00:00;5.5;10.7;12;0.48;0;Address 2187;24062;Gas
2023-04-02;03:00:00;25.6;12.5;12;0.21;0;Address 2188;82811;Electricity
2023-04-02;04:00:00;29.2;21.3;22;2.63;1;Address 2189;83900;Electricity
2023-04-02;05:00:00;23.5;21.8;22;1.75;1;Address 2190;55790;Gas
2023-04-02;06:00:00;0.6;22.5;22;2.99;1;Address 2191;67009;Gas
2023-04-02;07:00:00;27.7;10.4;12;0.38;0;Address 2192;36384;Gas
2023-04-02;08:00:00;18.3;21.6;22;2.56;1;Address 2193;71482;Electricity
2023-04-02;09:00:00;5.4;21.8;22;2.91;1;Address 2194;35951;Solar
2023-04-02;10:00:00;9.9;12.2;12;0.34;0;Address 2195;46388;Gas
2023-04-02;11:00:00;6.0;12.3;12;0.25;0;Address 2196;88494;Gas
2023-04-02;12:00:00;7.2;22.1;22;2.81;1;Address 2197;43841;Gas
2023-04-02;13:00:00;28.2;10.0;12;0.5;0;Address 2198;82537;Solar
2023-04-02;14:00:00;-5.0;21.6;22;1.68;1;Address 2199;10777;Solar
2023-04-02;15:00:00;12.6;22.1;22;2.24;1;Address 2200;20912;Gas
2023-04-02;16:00:00;24.4;22.8;22;2.08;1;Address 2201;49806;Gas
2023-04-02;17:00:00;23.5;22.1;22;2.07;1;Address 2202;67788;Electricity
2023-04-02;18:00:00;16.4;11.5;12;0.43;0;Address 2203;87997;Solar
2023-04-02;19:00:00;21.0;10.0;12;0.32;0;Address 2204;43780;Gas
2023-04-02;20:00:00;15.8;21.6;22;2.08;1;Address 2205;57765;Solar
2023-04-02;21:00:00;27.3;22.1;22;1.55;1;Address 2206;98945;Solar
2023-04-02;22:00:00;20.9;22.3;22;2.15;1;Address 2207;34625;Gas
2023-04-02;23:00:00;29.0;22.7;22;2.3;1;Address 2208;18336;Solar
2023-04-03;00:00:00;21.1;21.4;22;2.0;1;Address 2209;13632;Solar
2023-04-03;01:00:00;-1.6;10.7;12;0.46;0;Address 2210;55348;Solar
2023-04-03;02:00:00;11.3;22.5;22;2.44;1;Address 2211;82848;Solar
2023-04-03;03:00:00;8.9;21.9;22;1.58;1;Address 2212;45895;Gas
2023-04-03;04:00:00;7.3;12.8;12;0.36;0;Address 2213;38239;Electricity
2023-04-03;05:00:00;16.0;13.0;12;0.17;0;Address 2214;51126;Solar
2023-04-03;06:00:00;8.4;12.5;12;0.24;0;Address 2215;65354;Gas
2023-04-03;07:00:00;28.4;11.1;12;0.32;0;Address 2216;96577;Solar
2023-04-03;08:00:00;3.9;21.2;22;2.5;1;Address 2217;82700;Gas
2023-04-03;09:00:00;15.9;12.5;12;0.49;0;Address 2218;47050;Gas
2023-04-03;10:00:00;-4.1;12.6;12;0.11;0;Address 2219;84648;Gas
2023-04-03;11:00:00;9.3;10.9;12;0.17;0;Address 2220;35695;Gas
2023-04-03;12:00:00;29.3;21.6;22;2.95;1;Address 2221;75613;Gas
2023-04-03;13:00:00;27.9;21.1;22;2.49;1;Address 2222;11861;Electricity
2023-04-03;14:00:00;23.5;22.1;22;2.87;1;Address 2223;78167;Electricity
2023-04-03;15:00:00;4.2;22.6;22;1.51;1;Address 2224;47326;Solar
2023-04-03;16:00:00;-1.8;22.9;22;2.52;1;Address 2225;58666;Gas
2023-04-03;17:00:00;12.1;11.1;12;0.49;0;Address 2226;33512;Solar
2023-04-03;18:00:00;0.0;21.3;22;1.86;1;Address 2227;53484;Solar
2023-04-03;19:00:00;28.6;22.9;22;1.7;1;Address 2228;76765;Electricity
2023-04-03;20:00:00;19.6;21.0;22;2.93;1;Address 2229;90462;Solar
2023-04-03;21:00:00;22.8;22.2;22;1.83;1;Address 2230;15128;Gas
2023-04-03;22:00:00;25.4;21.3;22;2.63;1;Address 2231;47854;Gas
2023-04-03;23:00:00;6.8;21.5;22;2.47;1;Address 2232;26656;Gas
2023-04-04;00:00:00;14.8;22.8;22;2.18;1;Address 2233;29123;Solar
2023-04-04;01:00:00;2.9;22.9;22;2.76;1;Address 2234;83089;Gas
2023-04-04;02:00:00;23.8;11.8;12;0.36;0;Address 2235;44557;Solar
2023-04-04;03:00:00;19.8;10.9;12;0.21;0;Address 2236;27527;Gas
2023-04-04;04:00:00;5.7;22.3;22;2.28;1;Address 2237;72641;Solar
2023-04-04;05:00:00;12.1;21.6;22;2.56;1;Address 2238;11969;Gas
2023-04-04;06:00:00;10.7;21.6;22;2.75;1;Address 2239;93072;Gas
2023-04-04;07:00:00;29.0;21.0;22;2.21;1;Address 2240;83021;Solar
2023-04-04;08:00:00;28.7;10.5;12;0.34;0;Address 2241;14285;Gas
2023-04-04;09:00:00;19.4;22.5;22;1.88;1;Address 2242;40432;Gas
2023-04-04;10:00:00;1.3;22.2;22;2.0;1;Address 2243;92164;Solar
2023-04-04;11:00:00;5.4;21.8;22;2.62;1;Address 2244;95273;Gas
2023-04-04;12:00:00;10.9;22.2;22;2.0;1;Address 2245;77527;Solar
2023-04-04;13:00:00;14.5;10.9;12;0.11;0;Address 2246;39288;Electricity
2023-04-04;14:00:00;11.8;21.0;22;2.64;1;Address 2247;82714;Gas
2023-04-04;15:00:00;17.5;22.1;22;2.76;1;Address 2248;44831;Electricity
2023-04-04;16:00:00;16.5;22.0;22;2.64;1;Address 2249;18249;Gas
2023-04-04;17:00:00;4.5;12.6;12;0.38;0;Address 2250;65395;Solar
2023-04-04;18:00:00;24.8;21.5;22;1.83;1;Address 2251;30972;Solar
2023-04-04;19:00:00;16.6;11.6;12;0.29;0;Address 2252;65518;Gas
2023-04-04;20:00:00;15.6;11.2;12;0.42;0;Address 2253;46575;Electricity
2023-04-04;21:00:00;24.7;11.4;12;0.16;0;Address 2254;92091;Gas
2023-04-04;22:00:00;1.5;12.5;12;0.12;0;Address 2255;40200;Electricity
2023-04-04;23:00:00;13.8;11.5;12;0.4;0;Address 2256;96979;Electricity
2023-04-05;00:00:00;8.0;22.8;22;2.82;1;Address 2257;55275;Gas
2023-04-05;01:00:00;3.7;22.1;22;1.64;1;Address 2258;14306;Electricity
2023-04-05;02:00:00;0.6;21.4;22;2.07;1;Address 2259;65162;Electricity
2023-04-05;03:00:00;25.6;22.2;22;2.5;1;Address 2260;76465;Electricity
2023-04-05;04:00:00;11.2;22.8;22;1.78;1;Address 2261;33121;Electricity
2023-04-05;05:00:00;4.6;22.0;22;2.4;1;Address 2262;31399;Electricity
2023-04-05;06:00:00;0.9;22.6;22;1.69;1;Address 2263;80080;Gas
2023-04-05;07:00:00;14.6;21.6;22;2.87;1;Address 2264;40221;Electricity
2023-04-05;08:00:00;7.0;12.2;12;0.25;0;Address 2265;86782;Electricity
2023-04-05;09:00:00;-0.9;10.6;12;0.14;0;Address 2266;92173;Solar
2023-04-05;10:00:00;-1.7;12.2;12;0.26;0;Address 2267;44185;Solar
2023-04-05;11:00:00;12.2;21.5;22;2.77;1;Address 2268;22578;Solar
2023-04-05;12:00:00;20.2;10.4;12;0.17;0;Address 2269;41842;Gas
2023-04-05;13:00:00;19.6;21.1;22;2.81;1;Address 2270;38156;Gas
2023-04-05;14:00:00;4.9;10.7;12;0.43;0;Address 2271;15757;Gas
2023-04-05;15:00:00;8.2;22.4;22;2.24;1;Address 2272;10948;Electricity
2023-04-05;16:00:00;5.1;22.9;22;1.99;1;Address 2273;12425;Solar
2023-04-05;17:00:00;11.3;22.0;22;1.72;1;Address 2274;24058;Gas
2023-04-05;18:00:00;25.4;11.1;12;0.48;0;Address 2275;25942;Electricity
2023-04-05;19:00:00;-0.5;11.9;12;0.37;0;Address 2276;27408;Electricity
2023-04-05;20:00:00;26.1;11.8;12;0.2;0;Address 2277;50003;Gas
2023-04-05;21:00:00;-1.7;22.7;22;1.79;1;Address 2278;72611;Solar
2023-04-05;22:00:00;3.8;10.5;12;0.5;0;Address 2279;68933;Gas
2023-04-05;23:00:00;17.3;11.7;12;0.34;0;Address 2280;86057;Solar
2023-04-06;00:00:00;19.9;10.6;12;0.45;0;Address 2281;28876;Solar
2023-04-06;01:00:00;-4.9;12.9;12;0.11;0;Address 2282;80727;Solar
2023-04-06;02:00:00;4.9;10.9;12;0.24;0;Address 2283;91166;Gas
2023-04-06;03:00:00;20.5;22.2;22;2.95;1;Address 2284;35151;Solar
2023-04-06;04:00:00;8.8;10.2;12;0.12;0;Address 2285;37393;Gas
2023-04-06;05:00:00;18.4;12.0;12;0.27;0;Address 2286;67226;Solar
2023-04-06;06:00:00;11.9;21.4;22;2.77;1;Address 2287;24686;Electricity
2023-04-06;07:00:00;29.5;11.0;12;0.16;0;Address 2288;81287;Electricity
2023-04-06;08:00:00;2.9;11.5;12;0.38;0;Address 2289;98342;Gas
2023-04-06;09:00:00;3.4;11.6;12;0.5;0;Address 2290;65094;Solar
2023-04-06;10:00:00;-1.2;10.6;12;0.32;0;Address 2291;49081;Solar
2023-04-06;11:00:00;-2.6;11.9;12;0.17;0;Address 2292;32011;Electricity
2023-04-06;12:00:00;-0.9;11.8;12;0.31;0;Address 2293;58512;Gas
2023-04-06;13:00:00;5.7;10.3;12;0.38;0;Address 2294;43972;Gas
2023-04-06;14:00:00;28.7;23.0;22;2.71;1;Address 2295;91488;Solar
2023-04-06;15:00:00;21.9;21.7;22;2.28;1;Address 2296;71000;Solar
2023-04-06;16:00:00;27.3;21.9;22;2.64;1;Address 2297;12143;Solar
2023-04-06;17:00:00;14.2;11.0;12;0.12;0;Address 2298;32307;Solar
2023-04-06;18:00:00;5.4;12.6;12;0.34;0;Address 2299;81292;Electricity
2023-04-06;19:00:00;29.0;22.2;22;1.65;1;Address 2300;52364;Gas
2023-04-06;20:00:00;-2.8;22.3;22;2.4;1;Address 2301;43013;Solar
2023-04-06;21:00:00;6.3;12.1;12;0.32;0;Address 2302;64769;Solar
2023-04-06;22:00:00;14.7;22.0;22;1.53;1;Address 2303;26893;Electricity
2023-04-06;23:00:00;24.8;22.6;22;1.72;1;Address 2304;52606;Gas
2023-04-07;00:00:00;-1.6;22.4;22;2.55;1;Address 2305;89422;Gas
2023-04-07;01:00:00;21.8;11.0;12;0.12;0;Address 2306;17588;Solar
2023-04-07;02:00:00;8.0;22.5;22;1.79;1;Address 2307;55160;Electricity
2023-04-07;03:00:00;21.4;21.4;22;2.98;1;Address 2308;76123;Gas
2023-04-07;04:00:00;-4.0;12.6;12;0.43;0;Address 2309;45138;Gas
2023-04-07;05:00:00;27.8;11.7;12;0.48;0;Address 2310;19515;Electricity
2023-04-07;06:00:00;24.1;10.3;12;0.5;0;Address 2311;63211;Electricity
2023-04-07;07:00:00;20.2;12.8;12;0.22;0;Address 2312;15447;Gas
2023-04-07;08:00:00;20.3;22.0;22;1.94;1;Address 2313;36444;Solar
2023-04-07;09:00:00;14.3;21.9;22;2.92;1;Address 2314;19746;Gas
2023-04-07;10:00:00;0.2;22.2;22;2.58;1;Address 2315;63744;Electricity
2023-04-07;11:00:00;1.9;11.7;12;0.4;0;Address 2316;98031;Solar
2023-04-07;12:00:00;3.9;21.8;22;1.88;1;Address 2317;48175;Gas
2023-04-07;13:00:00;1.7;21.2;22;1.57;1;Address 2318;68265;Solar
2023-04-07;14:00:00;17.8;10.0;12;0.13;0;Address 2319;79651;Solar
2023-04-07;15:00:00;10.2;10.9;12;0.36;0;Address 2320;62747;Electricity
2023-04-07;16:00:00;27.2;22.2;22;2.94;1;Address 2321;26687;Gas
2023-04-07;17:00:00;5.1;11.6;12;0.12;0;Address 2322;39620;Solar
2023-04-07;18:00:00;20.2;22.2;22;1.94;1;Address 2323;45386;Solar
2023-04-07;19:00:00;22.9;21.8;22;1.65;1;Address 2324;89608;Gas
2023-04-07;20:00:00;29.3;10.4;12;0.32;0;Address 2325;82725;Electricity
2023-04-07;21:00:00;11.3;11.5;12;0.42;0;Address 2326;62574;Electricity
2023-04-07;22:00:00;20.3;10.8;12;0.23;0;Address 2327;95232;Solar
2023-04-07;23:00:00;19.5;21.6;22;1.62;1;Address 2328;77687;Solar
2023-04-08;00:00:00;12.0;21.8;22;2.93;1;Address 2329;98724;Solar
2023-04-08;01:00:00;10.9;21.0;22;2.54;1;Address 2330;58193;Gas
2023-04-08;02:00:00;12.5;22.4;22;1.94;1;Address 2331;78099;Gas
2023-04-08;03:00:00;29.9;11.6;12;0.3;0;Address 2332;69380;Solar
2023-04-08;04:00:00;-2.3;21.5;22;2.83;1;Address 2333;32551;Solar
2023-04-08;05:00:00;13.8;11.3;12;0.43;0;Address 2334;89369;Solar
2023-04-08;06:00:00;11.0;12.5;12;0.16;0;Address 2335;16065;Solar
2023-04-08;07:00:00;3.1;21.2;22;2.31;1;Address 2336;63191;Electricity
2023-04-08;08:00:00;15.8;21.7;22;2.19;1;Address 2337;45276;Electricity
2023-04-08;09:00:00;12.0;11.2;12;0.15;0;Address 2338;87616;Gas
2023-04-08;10:00:00;29.0;10.2;12;0.19;0;Address 2339;64572;Electricity
2023-04-08;11:00:00;12.3;21.4;22;2.35;1;Address 2340;99547;Gas
2023-04-08;12:00:00;12.1;22.9;22;1.85;1;Address 2341;34829;Gas
2023-04-08;13:00:00;16.5;22.5;22;2.53;1;Address 2342;73744;Gas
2023-04-08;14:00:00;-1.4;12.3;12;0.38;0;Address 2343;92155;Solar
2023-04-08;15:00:00;28.7;11.1;12;0.2;0;Address 2344;24465;Electricity
2023-04-08;16:00:00;8.7;21.8;22;1.54;1;Address 2345;81653;Gas
2023-04-08;17:00:00;-2.4;22.2;22;1.56;1;Address 2346;38047;Solar
2023-04-08;18:00:00;-4.1;11.5;12;0.47;0;Address 2347;45960;Gas
2023-04-08;19:00:00;14.1;10.3;12;0.15;0;Address 2348;24834;Solar
2023-04-08;20:00:00;-3.0;21.2;22;1.5;1;Address 2349;34240;Solar
2023-04-08;21:00:00;20.9;21.4;22;2.51;1;Address 2350;97178;Solar
2023-04-08;22:00:00;-4.1;12.7;12;0.19;0;Address 2351;14191;Solar
2023-04-08;23:00:00;11.6;12.4;12;0.26;0;Address 2352;63430;Electricity
2023-04-09;00:00:00;8.5;11.0;12;0.12;0;Address 2353;35023;Gas
2023-04-09;01:00:00;22.3;22.4;22;1.76;1;Address 2354;46767;Solar
2023-04-09;02:00:00;-1.7;22.8;22;2.5;1;Address 2355;15700;Electricity
2023-04-09;03:00:00;18.8;21.1;22;2.4;1;Address 2356;72523;Solar
2023-04-09;04:00:00;14.5;21.3;22;1.98;1;Address 2357;81525;Solar
2023-04-09;05:00:00;20.3;10.3;12;0.12;0;Address 2358;87941;Electricity
2023-04-09;06:00:00;4.4;12.3;12;0.24;0;Address 2359;87026;Gas
2023-04-09;07:00:00;6.1;21.0;22;2.77;1;Address 2360;68233;Solar
2023-04-09;08:00:00;0.6;22.7;22;2.82;1;Address 2361;33337;Gas
2023-04-09;09:00:00;15.5;21.0;22;2.06;1;Address 2362;20029;Solar
2023-04-09;10:00:00;27.3;22.7;22;2.7;1;Address 2363;42307;Electricity
2023-04-09;11:00:00;28.2;21.9;22;1.51;1;Address 2364;75036;Gas
2023-04-09;12:00:00;25.7;10.7;12;0.31;0;Address 2365;15943;Solar
2023-04-09;13:00:00;13.7;10.2;12;0.4;0;Address 2366;89758;Gas
2023-04-09;14:00:00;0.9;22.5;22;2.6;1;Address 2367;60623;Solar
2023-04-09;15:00:00;12.9;21.5;22;2.0;1;Address 2368;28229;Electricity
2023-04-09;16:00:00;0.7;12.4;12;0.21;0;Address 2369;62105;Solar
2023-04-09;17:00:00;0.6;22.0;22;2.72;1;Address 2370;62103;Electricity
2023-04-09;18:00:00;20.8;11.8;12;0.28;0;Address 2371;83658;Gas
2023-04-09;19:00:00;24.8;22.9;22;2.32;1;Address 2372;99825;Electricity
2023-04-09;20:00:00;20.6;21.3;22;1.66;1;Address 2373;76140;Solar
2023-04-09;21:00:00;24.7;12.4;12;0.12;0;Address 2374;95070;Solar
2023-04-09;22:00:00;12.1;10.6;12;0.43;0;Address 2375;54304;Solar
2023-04-09;23:00:00;27.6;21.7;22;1.64;1;Address 2376;88508;Electricity
2023-04-10;00:00:00;24.3;21.9;22;2.72;1;Address 2377;34857;Electricity
2023-04-10;01:00:00;6.6;12.0;12;0.34;0;Address 2378;34849;Solar
2023-04-10;02:00:00;22.3;22.0;22;2.11;1;Address 2379;46493;Solar
2023-04-10;03:00:00;29.6;11.2;12;0.26;0;Address 2380;53450;Gas
2023-04-10;04:00:00;15.2;11.7;12;0.16;0;Address 2381;40492;Solar
2023-04-10;05:00:00;14.9;11.3;12;0.17;0;Address 2382;92849;Gas
2023-04-10;06:00:00;9.7;11.4;12;0.3;0;Address 2383;68133;Gas
2023-04-10;07:00:00;3.2;12.9;12;0.2;0;Address 2384;43174;Solar
2023-04-10;08:00:00;28.8;21.8;22;2.39;1;Address 2385;27954;Electricity
2023-04-10;09:00:00;-1.4;21.0;22;1.95;1;Address 2386;12895;Electricity
2023-04-10;10:00:00;10.5;21.1;22;2.53;1;Address 2387;64315;Gas
2023-04-10;11:00:00;10.2;21.7;22;1.82;1;Address 2388;59196;Solar
2023-04-10;12:00:00;9.1;22.3;22;2.44;1;Address 2389;22369;Electricity
2023-04-10;13:00:00;-2.7;10.6;12;0.24;0;Address 2390;22588;Electricity
2023-04-10;14:00:00;3.1;21.2;22;2.77;1;Address 2391;88854;Solar
2023-04-10;15:00:00;5.7;10.3;12;0.12;0;Address 2392;89779;Electricity
2023-04-10;16:00:00;22.2;12.2;12;0.38;0;Address 2393;96444;Solar
2023-04-10;17:00:00;29.2;10.2;12;0.36;0;Address 2394;51164;Electricity
2023-04-10;18:00:00;-3.3;21.6;22;2.66;1;Address 2395;36874;Gas
2023-04-10;19:00:00;-1.6;12.4;12;0.38;0;Address 2396;47696;Electricity
2023-04-10;20:00:00;-0.9;22.4;22;2.79;1;Address 2397;45197;Electricity
2023-04-10;21:00:00;25.7;21.4;22;2.95;1;Address 2398;17095;Gas
2023-04-10;22:00:00;24.1;11.8;12;0.4;0;Address 2399;34416;Gas
2023-04-10;23:00:00;20.2;11.3;12;0.28;0;Address 2400;14052;Electricity
2023-04-11;00:00:00;10.9;21.5;22;1.84;1;Address 2401;87316;Electricity
2023-04-11;01:00:00;0.9;10.4;12;0.16;0;Address 2402;98235;Solar
2023-04-11;02:00:00;23.3;12.4;12;0.35;0;Address 2403;39813;Solar
2023-04-11;03:00:00;-2.4;10.8;12;0.34;0;Address 2404;27527;Gas
2023-04-11;04:00:00;3.2;22.8;22;2.3;1;Address 2405;64754;Electricity
2023-04-11;05:00:00;1.6;21.7;22;2.21;1;Address 2406;20430;Electricity
2023-04-11;06:00:00;13.0;21.2;22;2.47;1;Address 2407;16233;Solar
2023-04-11;07:00:00;5.4;22.3;22;1.59;1;Address 2408;47692;Solar
2023-04-11;08:00:00;-2.1;21.3;22;2.97;1;Address 2409;83906;Solar
2023-04-11;09:00:00;26.0;12.4;12;0.32;0;Address 2410;30385;Solar
2023-04-11;10:00:00;6.9;11.1;12;0.43;0;Address 2411;99047;Solar
2023-04-11;11:00:00;25.3;22.7;22;2.21;1;Address 2412;85593;Gas
2023-04-11;12:00:00;29.2;22.9;22;1.81;1;Address 2413;87764;Gas
2023-04-11;13:00:00;11.9;12.2;12;0.22;0;Address 2414;62221;Electricity
2023-04-11;14:00:00;-0.6;21.5;22;1.74;1;Address 2415;16474;Electricity
2023-04-11;15:00:00;18.9;21.3;22;2.63;1;Address 2416;24416;Gas
2023-04-11;16:00:00;26.5;21.7;22;2.75;1;Address 2417;25961;Gas
2023-04-11;17:00:00;14.2;22.8;22;2.35;1;Address 2418;89035;Electricity
2023-04-11;18:00:00;25.5;21.3;22;2.1;1;Address 2419;84673;Gas
2023-04-11;19:00:00;-1.0;22.6;22;2.64;1;Address 2420;70866;Gas
2023-04-11;20:00:00;4.4;12.2;12;0.36;0;Address 2421;45454;Gas
2023-04-11;21:00:00;22.6;22.5;22;2.06;1;Address 2422;61106;Electricity
2023-04-11;22:00:00;0.9;22.3;22;2.45;1;Address 2423;84642;Electricity
2023-04-11;23:00:00;22.6;22.5;22;2.55;1;Address 2424;44468;Gas
2023-04-12;00:00:00;23.4;12.3;12;0.19;0;Address 2425;26068;Gas
2023-04-12;01:00:00;12.6;13.0;12;0.21;0;Address 2426;60220;Electricity
2023-04-12;02:00:00;-2.8;22.3;22;2.37;1;Address 2427;69195;Electricity
2023-04-12;03:00:00;24.7;21.9;22;2.5;1;Address 2428;96715;Gas
2023-04-12;04:00:00;24.4;21.2;22;2.78;1;Address 2429;21191;Solar
2023-04-12;05:00:00;12.0;12.5;12;0.22;0;Address 2430;22760;Electricity
2023-04-12;06:00:00;29.9;21.6;22;2.64;1;Address 2431;73487;Solar
2023-04-12;07:00:00;11.5;10.4;12;0.49;0;Address 2432;41506;Gas
2023-04-12;08:00:00;23.4;21.2;22;2.28;1;Address 2433;57700;Gas
2023-04-12;09:00:00;8.9;21.7;22;2.7;1;Address 2434;41496;Electricity
2023-04-12;10:00:00;4.5;12.2;12;0.14;0;Address 2435;26491;Electricity
2023-04-12;11:00:00;25.2;11.5;12;0.18;0;Address 2436;38998;Solar
2023-04-12;12:00:00;20.1;22.7;22;2.61;1;Address 2437;73266;Electricity
2023-04-12;13:00:00;-3.9;22.8;22;1.69;1;Address 2438;29971;Electricity
2023-04-12;14:00:00;4.7;12.4;12;0.23;0;Address 2439;43391;Electricity
2023-04-12;15:00:00;2.4;21.7;22;2.23;1;Address 2440;96818;Electricity
2023-04-12;16:00:00;5.4;12.4;12;0.27;0;Address 2441;90155;Electricity
2023-04-12;17:00:00;4.2;10.9;12;0.12;0;Address 2442;98043;Gas
2023-04-12;18:00:00;21.3;12.1;12;0.49;0;Address 2443;22695;Gas
2023-04-12;19:00:00;3.6;22.6;22;1.61;1;Address 2444;80684;Gas
2023-04-12;20:00:00;27.3;21.3;22;2.99;1;Address 2445;77580;Solar
2023-04-12;21:00:00;12.6;11.2;12;0.12;0;Address 2446;17555;Solar
2023-04-12;22:00:00;27.4;21.7;22;1.75;1;Address 2447;56713;Solar
2023-04-12;23:00:00;11.9;22.7;22;2.26;1;Address 2448;99714;Solar
2023-04-13;00:00:00;16.1;21.0;22;1.71;1;Address 2449;51644;Solar
2023-04-13;01:00:00;25.3;11.8;12;0.23;0;Address 2450;58379;Gas
2023-04-13;02:00:00;3.2;22.3;22;2.86;1;Address 2451;46852;Gas
2023-04-13;03:00:00;3.2;12.1;12;0.4;0;Address 2452;14129;Electricity
2023-04-13;04:00:00;7.4;10.2;12;0.4;0;Address 2453;16389;Electricity
2023-04-13;05:00:00;-3.3;21.7;22;2.99;1;Address 2454;87459;Electricity
2023-04-13;06:00:00;16.9;21.5;22;2.09;1;Address 2455;59718;Electricity
2023-04-13;07:00:00;2.6;21.5;22;2.74;1;Address 2456;49300;Solar
2023-04-13;08:00:00;-1.9;10.1;12;0.13;0;Address 2457;34989;Solar
2023-04-13;09:00:00;13.8;12.0;12;0.42;0;Address 2458;82366;Electricity
2023-04-13;10:00:00;15.9;10.5;12;0.48;0;Address 2459;69877;Gas
2023-04-13;11:00:00;27.9;12.7;12;0.15;0;Address 2460;83828;Electricity
2023-04-13;12:00:00;-1.1;22.2;22;1.57;1;Address 2461;53038;Solar
2023-04-13;13:00:00;22.9;10.5;12;0.31;0;Address 2462;66382;Electricity
2023-04-13;14:00:00;25.0;10.0;12;0.18;0;Address 2463;61585;Gas
2023-04-13;15:00:00;22.1;22.8;22;1.6;1;Address 2464;63451;Solar
2023-04-13;16:00:00;24.8;12.1;12;0.24;0;Address 2465;85149;Electricity
2023-04-13;17:00:00;24.1;12.3;12;0.37;0;Address 2466;98563;Electricity
2023-04-13;18:00:00;-4.3;10.4;12;0.43;0;Address 2467;48026;Gas
2023-04-13;19:00:00;11.0;10.8;12;0.13;0;Address 2468;10727;Electricity
2023-04-13;20:00:00;27.5;12.0;12;0.1;0;Address 2469;14542;Gas
2023-04-13;21:00:00;-1.0;22.7;22;2.04;1;Address 2470;15235;Gas
2023-04-13;22:00:00;-1.4;11.5;12;0.31;0;Address 2471;78694;Gas
2023-04-13;23:00:00;22.9;21.5;22;1.85;1;Address 2472;58687;Gas
2023-04-14;00:00:00;21.4;21.6;22;2.96;1;Address 2473;45451;Gas
2023-04-14;01:00:00;10.4;22.2;22;1.9;1;Address 2474;72843;Gas
2023-04-14;02:00:00;15.0;10.1;12;0.38;0;Address 2475;93000;Solar
2023-04-14;03:00:00;23.7;11.8;12;0.14;0;Address 2476;96527;Electricity
2023-04-14;04:00:00;5.2;22.2;22;2.65;1;Address 2477;86475;Electricity
2023-04-14;05:00:00;22.7;12.6;12;0.3;0;Address 2478;84059;Electricity
2023-04-14;06:00:00;7.3;22.8;22;2.95;1;Address 2479;29733;Solar
2023-04-14;07:00:00;-0.5;22.9;22;2.17;1;Address 2480;30074;Gas
2023-04-14;08:00:00;19.9;22.8;22;1.96;1;Address 2481;49252;Electricity
2023-04-14;09:00:00;12.9;12.6;12;0.14;0;Address 2482;10527;Electricity
2023-04-14;10:00:00;13.6;10.1;12;0.15;0;Address 2483;64168;Solar
2023-04-14;11:00:00;25.0;22.0;22;1.95;1;Address 2484;73811;Solar
2023-04-14;12:00:00;-2.7;21.4;22;1.84;1;Address 2485;20031;Electricity
2023-04-14;13:00:00;24.8;11.9;12;0.15;0;Address 2486;22529;Electricity
2023-04-14;14:00:00;9.8;23.0;22;2.56;1;Address 2487;58258;Electricity
2023-04-14;15:00:00;12.9;23.0;22;2.22;1;Address 2488;22306;Solar
2023-04-14;16:00:00;22.2;11.8;12;0.16;0;Address 2489;18484;Solar
2023-04-14;17:00:00;7.3;11.5;12;0.38;0;Address 2490;37805;Gas
2023-04-14;18:00:00;25.5;22.1;22;1.55;1;Address 2491;29769;Gas
2023-04-14;19:00:00;5.8;11.1;12;0.24;0;Address 2492;91005;Electricity
2023-04-14;20:00:00;23.2;22.4;22;2.95;1;Address 2493;20553;Solar
2023-04-14;21:00:00;25.6;21.9;22;2.82;1;Address 2494;79038;Gas
2023-04-14;22:00:00;5.4;22.2;22;1.7;1;Address 2495;35894;Gas
2023-04-14;23:00:00;25.1;21.8;22;2.35;1;Address 2496;44952;Electricity
2023-04-15;00:00:00;18.9;11.4;12;0.38;0;Address 2497;63393;Electricity
2023-04-15;01:00:00;-4.6;23.0;22;2.13;1;Address 2498;10246;Electricity
2023-04-15;02:00:00;10.5;22.2;22;2.51;1;Address 2499;61746;Solar
